time,distance,filtered,setpoint,error,control,beam_angle
0.0,115.0,115.0,30.0,0.0,0.0,0.26
0.034,115.0,115.0,30.0,0.0,0.0,0.26
0.068,115.0,115.0,30.0,0.0,0.0,0.26
0.102,115.0,115.0,30.0,0.0,0.0,0.26
0.136,116.0,116.0,30.0,0.0,0.0,0.27
0.17,116.0,116.0,30.0,0.0,0.0,0.27
0.204,116.0,116.0,30.0,0.0,0.0,0.27
0.238,116.0,116.0,30.0,0.0,0.0,0.26
0.272,116.0,116.0,30.0,0.0,0.0,0.26
0.306,116.0,116.0,30.0,0.0,0.0,0.27
0.34,116.0,116.0,30.0,0.0,0.0,0.26
0.374,116.0,116.0,30.0,0.0,0.0,0.26
0.408,116.0,116.0,30.0,0.0,0.0,0.26
0.442,116.0,116.0,30.0,0.0,0.0,0.26
0.476,116.0,116.0,30.0,0.0,0.0,0.26
0.51,116.0,116.0,30.0,0.0,0.0,0.26
0.544,116.0,116.0,30.0,0.0,0.0,0.26
0.578,116.0,116.0,30.0,0.0,0.0,0.26
0.612,116.0,116.0,30.0,0.0,0.0,0.26
0.646,116.0,116.0,30.0,0.0,0.0,0.26
0.68,116.0,116.0,30.0,0.0,0.0,0.27
0.714,116.0,116.0,30.0,0.0,0.0,0.27
0.748,116.0,116.0,30.0,0.0,0.0,0.26
0.782,116.0,116.0,30.0,0.0,0.0,0.26
0.816,116.0,116.0,30.0,0.0,0.0,0.26
0.85,116.0,116.0,30.0,0.0,0.0,0.26
0.884,116.0,116.0,30.0,0.0,0.0,0.26
0.918,116.0,116.0,30.0,0.0,0.0,0.26
0.952,116.0,116.0,30.0,0.0,0.0,0.26
0.986,116.0,116.0,30.0,0.0,0.0,0.27
1.02,116.0,116.0,30.0,0.0,0.0,0.27
1.054,116.0,116.0,30.0,0.0,0.0,0.26
1.088,116.0,116.0,30.0,0.0,0.0,0.26
1.122,116.0,116.0,30.0,0.0,0.0,0.26
1.156,116.0,116.0,30.0,0.0,0.0,0.26
1.19,116.0,116.0,30.0,0.0,6.0,0.26
1.224,116.0,116.0,30.0,0.0,10.0,0.26
1.258,116.0,116.0,30.0,0.0,10.0,0.26
1.292,116.0,116.0,30.0,0.0,10.0,-0.67
1.326,115.0,116.0,30.0,0.0,10.0,-1.19
1.36,115.0,115.0,30.0,0.0,10.0,-1.19
1.394,116.0,116.0,30.0,0.0,10.0,-2.02
1.428,116.0,116.0,30.0,0.0,10.0,-2.02
1.462,118.0,118.0,30.0,0.0,10.0,-1.81
1.496,118.0,118.0,30.0,0.0,10.0,-1.81
1.53,122.0,121.0,30.0,0.0,10.0,-1.92
1.564,124.0,123.0,30.0,0.0,10.0,-1.92
1.598,124.0,124.0,30.0,0.0,10.0,-1.92
1.632,129.0,127.0,30.0,0.0,10.0,-1.92
1.666,129.0,128.0,30.0,0.0,10.0,-1.92
1.7,129.0,129.0,30.0,0.0,10.0,-1.92
1.734,137.0,135.0,30.0,0.0,10.0,-1.92
1.768,137.0,137.0,30.0,0.0,10.0,-1.92
1.802,144.0,142.0,30.0,0.0,10.0,-1.92
1.836,144.0,143.0,30.0,0.0,10.0,-1.92
1.87,152.0,149.0,30.0,0.0,10.0,-1.92
1.904,152.0,151.0,30.0,0.0,10.0,-1.92
1.938,152.0,152.0,30.0,0.0,10.0,-1.92
1.972,164.0,160.0,30.0,0.0,10.0,-1.92
2.006,164.0,163.0,30.0,0.0,10.0,-1.92
2.04,164.0,164.0,30.0,0.0,10.0,-1.92
2.074,177.0,173.0,30.0,0.0,10.0,-2.02
2.108,182.0,179.0,30.0,0.0,10.0,-1.92
2.142,182.0,181.0,30.0,0.0,10.0,-1.92
2.176,192.0,189.0,30.0,0.0,10.0,-2.02
2.21,197.0,195.0,30.0,0.0,10.0,-2.02
2.244,203.0,201.0,30.0,0.0,10.0,-2.03
2.278,203.0,203.0,30.0,0.0,10.0,-2.03
2.312,214.0,210.0,30.0,0.0,10.0,-2.02
2.346,214.0,213.0,30.0,0.0,10.0,-2.02
2.38,226.0,222.0,30.0,0.0,10.0,-2.02
2.414,226.0,224.0,30.0,0.0,10.0,-2.02
2.448,240.0,235.0,30.0,0.0,10.0,-2.11
2.482,240.0,238.0,30.0,0.0,10.0,-2.11
2.516,248.0,245.0,30.0,0.0,10.0,-2.02
2.55,245.0,245.0,30.0,0.0,10.0,-2.02
2.584,245.0,245.0,30.0,0.0,10.0,-2.02
2.618,245.0,245.0,30.0,0.0,10.0,-2.02
2.652,243.0,244.0,30.0,0.0,10.0,-2.02
2.686,243.0,243.0,30.0,0.0,10.0,-2.02
2.72,243.0,243.0,30.0,0.0,10.0,-2.02
2.754,244.0,244.0,30.0,0.0,10.0,-2.02
2.788,245.0,245.0,30.0,0.0,10.0,-2.02
2.822,245.0,245.0,30.0,0.0,10.0,-2.02
2.856,249.0,248.0,30.0,0.0,10.0,-2.11
2.89,249.0,249.0,30.0,0.0,10.0,-2.11
2.924,250.0,249.0,30.0,0.0,10.0,-2.11
2.958,250.0,249.0,30.0,0.0,10.0,-2.11
2.992,250.0,249.0,30.0,0.0,10.0,-2.11
3.026,250.0,249.0,30.0,0.0,10.0,-2.11
3.06,250.0,249.0,30.0,0.0,10.0,-2.11
3.094,250.0,249.0,30.0,0.0,10.0,-2.02
3.128,250.0,249.0,30.0,0.0,10.0,-2.02
