time,distance,filtered,setpoint,error,control,beam_angle
0.0,118.0,118.0,30.0,0.0,0.0,0.06
0.034,118.0,118.0,30.0,0.0,0.0,0.16
0.068,118.0,118.0,30.0,0.0,0.0,0.16
0.102,118.0,118.0,30.0,0.0,0.0,0.16
0.136,118.0,118.0,30.0,0.0,0.0,0.16
0.17,118.0,118.0,30.0,0.0,0.0,0.26
0.204,118.0,118.0,30.0,0.0,0.0,0.26
0.238,118.0,118.0,30.0,0.0,0.0,0.26
0.272,118.0,118.0,30.0,0.0,0.0,0.26
0.306,119.0,118.0,30.0,0.0,0.0,0.26
0.34,118.0,118.0,30.0,0.0,0.0,0.26
0.374,118.0,118.0,30.0,0.0,0.0,0.26
0.408,118.0,118.0,30.0,0.0,0.0,0.16
0.442,118.0,118.0,30.0,0.0,0.0,0.16
0.476,118.0,118.0,30.0,0.0,0.0,0.16
0.51,118.0,118.0,30.0,0.0,0.0,0.16
0.544,118.0,118.0,30.0,0.0,0.0,0.16
0.578,118.0,118.0,30.0,0.0,0.0,0.16
0.612,118.0,118.0,30.0,0.0,0.0,0.16
0.646,118.0,118.0,30.0,0.0,0.0,0.26
0.68,118.0,118.0,30.0,0.0,0.0,0.26
0.714,118.0,118.0,30.0,0.0,0.0,0.26
0.748,118.0,118.0,30.0,0.0,0.0,0.26
0.782,118.0,118.0,30.0,0.0,0.0,0.26
0.816,118.0,118.0,30.0,0.0,0.0,0.16
0.85,118.0,118.0,30.0,0.0,0.0,0.16
0.884,118.0,118.0,30.0,0.0,0.0,0.16
0.918,118.0,118.0,30.0,0.0,0.0,0.26
0.952,118.0,118.0,30.0,0.0,0.0,0.26
0.986,118.0,118.0,30.0,0.0,0.0,0.06
1.02,118.0,118.0,30.0,0.0,0.0,0.06
1.054,118.0,118.0,30.0,0.0,0.0,0.26
1.088,118.0,118.0,30.0,0.0,0.0,0.26
1.122,118.0,118.0,30.0,0.0,0.0,0.26
1.156,118.0,118.0,30.0,0.0,0.0,0.16
1.19,118.0,118.0,30.0,0.0,0.0,0.16
1.224,118.0,118.0,30.0,0.0,0.0,0.16
1.258,118.0,118.0,30.0,0.0,0.0,0.16
1.292,118.0,118.0,30.0,0.0,0.0,0.26
1.326,118.0,118.0,30.0,0.0,0.0,0.16
1.36,118.0,118.0,30.0,0.0,0.0,0.26
1.394,118.0,118.0,30.0,0.0,0.0,0.26
1.428,118.0,118.0,30.0,0.0,0.0,0.26
1.462,118.0,118.0,30.0,0.0,0.0,0.26
1.496,118.0,118.0,30.0,0.0,6.0,0.16
1.53,118.0,118.0,30.0,0.0,10.0,0.16
1.564,118.0,118.0,30.0,0.0,10.0,0.16
1.598,118.0,118.0,30.0,0.0,10.0,0.16
1.632,118.0,118.0,30.0,0.0,10.0,-0.46
1.666,118.0,118.0,30.0,0.0,10.0,-0.46
1.7,118.0,118.0,30.0,0.0,10.0,-1.82
1.734,119.0,119.0,30.0,0.0,10.0,-2.02
1.768,121.0,120.0,30.0,0.0,10.0,-1.92
1.802,121.0,121.0,30.0,0.0,10.0,-1.92
1.836,121.0,121.0,30.0,0.0,10.0,-1.92
