time,distance,filtered,setpoint,error,control,beam_angle
0.0,113.0,113.0,30.0,0.0,0.0,0.26
0.034,113.0,113.0,30.0,0.0,0.0,0.26
0.068,113.0,113.0,30.0,0.0,0.0,0.26
0.102,113.0,113.0,30.0,0.0,0.0,0.26
0.136,113.0,113.0,30.0,0.0,0.0,0.26
0.17,113.0,113.0,30.0,0.0,0.0,0.26
0.204,113.0,113.0,30.0,0.0,0.0,0.26
0.238,113.0,113.0,30.0,0.0,0.0,0.26
0.272,113.0,113.0,30.0,0.0,0.0,0.26
0.306,113.0,113.0,30.0,0.0,0.0,0.26
0.34,113.0,113.0,30.0,0.0,0.0,0.26
0.374,113.0,113.0,30.0,0.0,0.0,0.26
0.408,113.0,113.0,30.0,0.0,0.0,0.26
0.442,113.0,113.0,30.0,0.0,0.0,0.26
0.476,113.0,113.0,30.0,0.0,0.0,0.26
0.51,113.0,113.0,30.0,0.0,0.0,0.26
0.544,113.0,113.0,30.0,0.0,0.0,0.26
0.578,113.0,113.0,30.0,0.0,0.0,0.26
0.612,113.0,113.0,30.0,0.0,0.0,0.26
0.646,113.0,113.0,30.0,0.0,0.0,0.26
0.68,113.0,113.0,30.0,0.0,0.0,0.26
0.714,113.0,113.0,30.0,0.0,0.0,0.26
0.748,113.0,113.0,30.0,0.0,0.0,0.26
0.782,113.0,113.0,30.0,0.0,0.0,0.26
0.816,113.0,113.0,30.0,0.0,0.0,0.26
0.85,113.0,113.0,30.0,0.0,0.0,0.26
0.884,113.0,113.0,30.0,0.0,0.0,0.26
0.918,113.0,113.0,30.0,0.0,0.0,0.26
0.952,113.0,113.0,30.0,0.0,0.0,0.26
0.986,113.0,113.0,30.0,0.0,0.0,0.26
1.02,113.0,113.0,30.0,0.0,0.0,0.26
1.054,113.0,113.0,30.0,0.0,0.0,0.26
1.088,113.0,113.0,30.0,0.0,0.0,0.26
1.122,113.0,113.0,30.0,0.0,0.0,0.26
1.156,113.0,113.0,30.0,0.0,0.0,0.26
1.19,113.0,113.0,30.0,0.0,0.0,0.26
1.224,113.0,113.0,30.0,0.0,6.0,0.26
1.258,113.0,113.0,30.0,0.0,10.0,0.26
1.292,113.0,113.0,30.0,0.0,10.0,0.26
1.326,113.0,113.0,30.0,0.0,10.0,-0.57
1.36,113.0,113.0,30.0,0.0,10.0,-1.19
1.394,113.0,113.0,30.0,0.0,10.0,-1.19
1.428,114.0,114.0,30.0,0.0,10.0,-1.92
1.462,114.0,114.0,30.0,0.0,10.0,-1.92
1.496,114.0,114.0,30.0,0.0,10.0,-1.92
1.53,117.0,116.0,30.0,0.0,10.0,-1.81
1.564,117.0,117.0,30.0,0.0,10.0,-1.81
1.598,118.0,118.0,30.0,0.0,10.0,-1.81
1.632,122.0,121.0,30.0,0.0,10.0,-1.92
1.666,122.0,121.0,30.0,0.0,10.0,-1.92
1.7,127.0,125.0,30.0,0.0,10.0,-2.02
1.734,127.0,126.0,30.0,0.0,10.0,-2.02
1.768,132.0,131.0,30.0,0.0,10.0,-1.92
1.802,132.0,132.0,30.0,0.0,10.0,-1.92
1.836,132.0,132.0,30.0,0.0,10.0,-1.92
1.87,144.0,140.0,30.0,0.0,10.0,-1.92
1.904,144.0,142.0,30.0,0.0,10.0,-1.92
1.938,153.0,149.0,30.0,0.0,10.0,-1.92
1.972,153.0,152.0,30.0,0.0,10.0,-1.92
2.006,162.0,159.0,30.0,0.0,10.0,-1.92
2.04,167.0,165.0,30.0,0.0,10.0,-1.92
2.074,167.0,167.0,30.0,0.0,10.0,-1.92
2.108,178.0,174.0,30.0,0.0,10.0,-1.92
2.142,183.0,180.0,30.0,0.0,10.0,-2.02
2.176,183.0,182.0,30.0,0.0,10.0,-2.02
2.21,194.0,190.0,30.0,0.0,10.0,-2.02
2.244,199.0,197.0,30.0,0.0,10.0,-2.02
2.278,199.0,199.0,30.0,0.0,10.0,-2.02
2.312,209.0,206.0,30.0,0.0,10.0,-2.02
2.346,216.0,213.0,30.0,0.0,10.0,-2.02
2.38,216.0,215.0,30.0,0.0,10.0,-2.02
2.414,216.0,216.0,30.0,0.0,10.0,-2.02
2.448,235.0,229.0,30.0,0.0,10.0,-2.02
2.482,241.0,237.0,30.0,0.0,10.0,-2.11
2.516,241.0,240.0,30.0,0.0,10.0,-2.11
2.55,248.0,245.0,30.0,0.0,10.0,-2.02
2.584,246.0,246.0,30.0,0.0,10.0,-2.02
2.618,244.0,245.0,30.0,0.0,10.0,-2.11
2.652,244.0,244.0,30.0,0.0,10.0,-2.11
2.686,244.0,244.0,30.0,0.0,10.0,-2.11
2.72,244.0,244.0,30.0,0.0,10.0,-2.02
2.754,245.0,245.0,30.0,0.0,10.0,-2.02
2.788,245.0,245.0,30.0,0.0,10.0,-2.02
2.822,246.0,245.0,30.0,0.0,10.0,-2.11
2.856,249.0,248.0,30.0,0.0,10.0,-2.11
2.89,250.0,249.0,30.0,0.0,10.0,-2.02
2.924,250.0,249.0,30.0,0.0,10.0,-2.02
2.958,250.0,249.0,30.0,0.0,10.0,-2.02
2.992,250.0,249.0,30.0,0.0,10.0,-2.11
3.026,250.0,249.0,30.0,0.0,10.0,-2.11
